Label	Text
not relevant	" REFLECTIVE  HOME OF THE BASSLINE   12th BIRTHDAY  SATURDAY 29th MARCH   @ THE BOX (EMBRACE NIGHTCLUB) 1 Burgess St Sheffield, South Yorkshire S1 2HF  ‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢  The original Bassline House record label and event invites you to come celebrate 12 Years of ""THE HOME OF THE BASSLINE""  ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã  ARENA 1 - OLD SKOOL BASSLINE AND SPEED GARAGE ANTHEMS  LIVE PA'S   PLATNUM  Performing Hits...  ""What's It Gonna Be"" http://www.youtube.com/watch?v=jd_4OrFH3EU  ""Love Shy"" http://www.youtube.com/watch?v=66wOXOKdTO0  ""Over The Heartache"" http://www.youtube.com/watch?v=TcrjGFQaLnA  SORAYA Performing The Anthem...  ""GORDONS GROOVE"" http://www.youtube.com/watch?v=ptNkWEkATq4  ‰ÐÛ ‰ÐÛ - DJ'S ON THE NIGHT - ‰ÐÛ ‰ÐÛ   MARTIN LEVERTON & ROB G SHAUN 'BANGER' SCOTT NEV WRIGHT STU-E ANDY SPOFF TEX JON BUCCIERI STEELZ  ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã  ROOM 2 - JACKIN, HOUSE & BASS, DEEP HOUSE   ‰ÐÛ ‰ÐÛ - DJ'S ON THE NIGHT - ‰ÐÛ   BILLY SIMMONS & PHIL BLYTHE CHRIS DUTTON LOUIE MAC  ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ ‰ÐÊ ‰ÐÊ ‰ÐÊ ENTRY ‰ÐÊ ‰ÐÊ ‰ÐÊ ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ  ‰?¡ 11PM - 6AM  ‰÷Ý ADMISSION - START AT ONLY å£10 WITH ADVANCE TICKETS. More on the door! ‰÷Ý DRESSCODE - Super Stylish / Ultra Sexy / No Hats, Hoods or Sportswear  ARRIVE EARLY TO THIS EVENT TO GUARANTEE ENTRY !!!!  ‰ÐÛ‰ÐÛ‰ÐÛ TICKETS ‰ÐÛ‰ÐÛ‰ÐÛ  STANDARD å£10  LIMITED VIP å£15   Includes Que Jump, Access to the VIP area, Drink order service and more  ‰÷Ý DELIVERED TO YOU BY PROMO TEAM (T&C'S APPLY) ‰÷_ 07766193777  ‰÷Ý ONLINE/BY POST- Send payment via PayPal to fbdjstue@gmail.com Put postal address in notes section when making payment   ‰÷Ý Music Junkee, 62-64 Cambridge Street, Sheffield S1 2HF ‰÷_ 0114 2759035  ‰÷Ý Embrace Nightclub, 1 Burgess Street, Sheffield S1 2HF ‰÷_ 0114 278811  ‰÷Ý BACH Barbers, 7 Market Place, Chapeltown, Sheffield S35 2UU ‰÷_ 0114 2463085  ‰÷Ý SA-Kis, Division Street, Sheffield  ‰÷Ý Rotherham MESSAGE - Amy Rebecca Hawthorne  ‰÷Ý Rotherham, Maltby, Bramley, Wickersley MESSAGE - Bradley Williams  ‰÷Ý Dinnington and surrounding areas CONTACT -Terri Miller  ‰÷Ý South Sheffield - Dore, Totley, Low Edges, Batemoor, Jordanthorpe, Greenhill, Woodseats, Meadowhead, Gleadless, Norton, Ecclesall Road, Abbeydale Road, London Road and surrounding areas to these MESSAGE Billy Simmons or Phil Blythe‰÷_ 07794 585420  North Sheffield - Hillsborough, Wadsley Bridge, Foxhill, Grenoside, High Green, Southey Green, Parson Cross, Ecclesfield, Shiregreen, Wincobank, Firth Park, Pitsmoor and surrounding areas to these MESSAGE - Tom Hague or Thomas Spin  West Sheffield- Crookes, Stannington, Fullwood, Crosspool and surrounding areas to these MESSAGE - Thomas Spin  East Sheffield - Darnall, Handsworth, Richmond, Woodhouse, Hackenthorpe, Birley, Manor, Crystal Peaks and surrounding areas to these MESSAGE - Chris Dutton  Barnsley areas ‰÷_ 07766193777  Any other enquiries ‰÷_ 07766193777 BBM - 7C177B18 Bass Heaven shared Reflective Reunion's event.  REFLECTIVE  HOME OF THE BASSLINE   12th BIRTHDAY  SATURDAY 29th MARCH   @ THE BOX (EMBRACE NIGHTCLUB) 1 Burgess St Sheffield, South Yorkshire S1 2HF  ‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢‰Û¢  The original Bassline House record label and event invites you to come celebrate 12 Years of ""THE HOME OF THE BASSLINE""  ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã  ARENA 1 - OLD SKOOL BASSLINE AND SPEED GARAGE ANTHEMS  LIVE PA'S   PLATNUM  Performing Hits...  ""What's It Gonna Be"" http://www.youtube.com/watch?v=jd_4OrFH3EU  ""Love Shy"" http://www.youtube.com/watch?v=66wOXOKdTO0  ""Over The Heartache"" http://www.youtube.com/watch?v=TcrjGFQaLnA  SORAYA Performing The Anthem...  ""GORDONS GROOVE"" http://www.youtube.com/watch?v=ptNkWEkATq4  ‰ÐÛ ‰ÐÛ - DJ'S ON THE NIGHT - ‰ÐÛ ‰ÐÛ   MARTIN LEVERTON & ROB G SHAUN 'BANGER' SCOTT NEV WRIGHT STU-E ANDY SPOFF TEX JON BUCCIERI STEELZ  ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã ‰Ðö ‰Ðã  ROOM 2 - JACKIN, HOUSE & BASS, DEEP HOUSE   ‰ÐÛ ‰ÐÛ - DJ'S ON THE NIGHT - ‰ÐÛ   BILLY SIMMONS & PHIL BLYTHE CHRIS DUTTON LOUIE MAC  ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ ‰ÐÊ ‰ÐÊ ‰ÐÊ ENTRY ‰ÐÊ ‰ÐÊ ‰ÐÊ ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ‰ÐÂ  ‰?¡ 11PM - 6AM  ‰÷Ý ADMISSION - START AT ONLY å£10 WITH ADVANCE TICKETS. More on the door! ‰÷Ý DRESSCODE - Super Stylish / Ultra Sexy / No Hats, Hoods or Sportswear  ARRIVE EARLY TO THIS EVENT TO GUARANTEE ENTRY !!!!  ‰ÐÛ‰ÐÛ‰ÐÛ TICKETS ‰ÐÛ‰ÐÛ‰ÐÛ  STANDARD å£10  LIMITED VIP å£15   Includes Que Jump, Access to the VIP area, Drink order service and more  ‰÷Ý DELIVERED TO YOU BY PROMO TEAM (T&C'S APPLY) ‰÷_ 07766193777  ‰÷Ý ONLINE/BY POST- Send payment via PayPal to fbdjstue@gmail.com Put postal address in notes section when making payment   ‰÷Ý Music Junkee, 62-64 Cambridge Street, Sheffield S1 2HF ‰÷_ 0114 2759035  ‰÷Ý Embrace Nightclub, 1 Burgess Street, Sheffield S1 2HF ‰÷_ 0114 278811  ‰÷Ý BACH Barbers, 7 Market Place, Chapeltown, Sheffield S35 2UU ‰÷_ 0114 2463085  ‰÷Ý SA-Kis, Division Street, Sheffield  ‰÷Ý Rotherham MESSAGE - Amy Rebecca Hawthorne  ‰÷Ý Rotherham, Maltby, Bramley, Wickersley MESSAGE - Bradley Williams  ‰÷Ý Dinnington and surrounding areas CONTACT -Terri Miller  ‰÷Ý South Sheffield - Dore, Totley, Low Edges, Batemoor, Jordanthorpe, Greenhill, Woodseats, Meadowhead, Gleadless, Norton, Ecclesall Road, Abbeydale Road, London Road and surrounding areas to these MESSAGE Billy Simmons or Phil Blythe‰÷_ 07794 585420  North Sheffield - Hillsborough, Wadsley Bridge, Foxhill, Grenoside, High Green, Southey Green, Parson Cross, Ecclesfield, Shiregreen, Wincobank, Firth Park, Pitsmoor and surrounding areas to these MESSAGE - Tom Hague or Thomas Spin  West Sheffield- Crookes, Stannington, Fullwood, Crosspool and surrounding areas to these MESSAGE - Thomas Spin  East Sheffield - Darnall, Handsworth, Richmond, Woodhouse, Hackenthorpe, Birley, Manor, Crystal Peaks and surrounding areas to these MESSAGE - Chris Dutton  Barnsley areas ‰÷_ 07766193777  Any other enquiries ‰÷_ 07766193777 BBM - 7C177B18 Bass Heaven shared Reflective Reunion's event. "
spam	" Require $1000 personal loan asap orillia I need a $1000 loan asap. Will pay $1200 back @ $50/week over 6 months. Email with requirements. No overseas crap, no paypal crap. You meet me in person, we sign a binding contract, i get cash and start payments.This ad was posted with the Kijiji mobile app . Latest Kijiji ads. Location: Barrie."
not relevant	" RMJ Berserker ADVERTISEMENT For sale is an RMJ Berserker with rune inscriptions on the handle. Berserkers are offered infrequently in small batches and the handle with rune inscriptions is no longer offered. It is in like new condition with very minimal rubbing/smoothing from sheath. Never used, sharpened, or carried. From the RMJ website: RMJ's Berserker, an all-steel integral design, is based on a 9th century Viking wood axe. The Berserker is made from 4140 differentially hardened alloy steel and featrues a DuraCoat finish. It measures 14 3/4 inches in length with a forward blade dimension of 4 7/8 inches, and weighs 40 ounces (2 1/2 pounds). The Berserker comes standard with a Kydex bottom-eject scabbard. Sale Terms: $600 includes shipping to the continental U.S. Payable by USPS money order, PayPal gift or conventional PayPal (add 3.5% for fees). First unconditional ""I'll take it"" followed by a prompt PM or email gets it. Thanks, but no trades are considered at this time. RMJ Berserker"
spam	" RT @AnotherMe_4280: [Another ±_] Our support's PAYPAL donating'll be finish today. If you want to donate by paypal , plz hurry up! Sorry to ‰Û_"
spam	" RT @AnotherMe_4280: [Another ±_] Our support's PAYPAL donating'll be finish today. If you want to donate by paypal , plz hurry up! Sorry to ‰Û_"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
Negative	" RT @Elite99Owen: This guy @UT14BOOKIES just scammed å£55 on PayPal, please RT and report him!"
spam	 RT @kathyluman: #Win $25 PayPal Cash from @247contests to celebrate Mardi Gras!  http://t.co/WtphgVywnX
Positive	 RT @MissSML: PayPal makes online shopping sooo much easier when you're bored at work _Ù÷£
not relevant	" RT @nad02200: Money going to @RememberBetty .... if interested ,here's my Paypal account : nadege.wojewoda@orange.fr..... thank you #teambe‰Û_"
not relevant	" RT @nad02200: Money going to @RememberBetty .... if interested ,here's my Paypal account : nadege.wojewoda@orange.fr..... thank you #teambe‰Û_"
spam	 RT @sandyv1955: Enter to #win either $100 Amazon GC or $100 Paypal cash from @PracticalMommy2 in the For the Love of Fans #Giveaway!  http:‰Û_
Positive	 RT @Tonypsd: HOLY SH*T It's on KTVU news too lol! My paypal alert won't stop ringing! http://t.co/BKtWDhDfCi
Positive	 RT @Tonypsd: HOLY SH*T It's on KTVU news too lol! My paypal alert won't stop ringing! http://t.co/BKtWDhDfCi
not relevant	" Rules No LOWBALLING! Paypal only YOU pay first...idc about how high your feedback is DONT YOU DARE ASK ME WHATS MY LOWEST IF YOU HAVE AN OFFER MAKE IT! PM for More Pics or Questions on Items of sale ALL PRICES ARE NEGOTIABLE! Axe pro -500 -boss bolt -low rise feedneck -Redline - super FreaK kit duece trigger NOT included unless you add for it. It will come with the stock trigger Only trades are a vanquish plus cash GI pants -M - 7/10 -65 Clear frames w/ 6/10 lens- 60 Soft ears-10 JT Strap - 30 All together -70 Axe Pro, Gi Pants, Clear Frames. Get Me A Vanquish"
not relevant	" Rules No LOWBALLING! Paypal only YOU pay first...idc about how high your feedback is DONT YOU DARE ASK ME WHATS MY LOWEST IF YOU HAVE AN OFFER MAKE IT! PM for More Pics or Questions on Items of sale ALL PRICES ARE NEGOTIABLE! ONLY TRADES ARE FOR EMPIRE GEAR OR SS Sandanas/Headbands! UPPED PM8 dm7 virtue board dm7 clamping feedneck matching UL Spare dm9 borad Price-SOLD Nt11 1 of ? (DYE NEVER MADE A POISON COLOR SCHEME NT11). Just Teched and shoots great Comes with spacers case matching UL and dye lube Price - SOLD C13 Wolfpack 4 jersey -M/L -60 Nicki Cuba All Star 2k11 West Coast jersey - 8/10 -L- 70 Dye Slider shorts -10/10 -SOLD Profilers - all black -9/10 - has a green strap - comes with smoke lens -35 Dye C12 pants - Perfect condition no rips - Lg -SOLD GI armpads -L have rips and wear and tear but are still useable - 30 Gi Pants RED -L- 8/10 condition -60 Gi Pants- grey 9.5/10 condition -SOLD Virtue Spire - has sf crown speedfeed, spring ramp in tray - 150 Black Grillz Are NFS Gi Race Pack - 4+7- 8/10 -SOLD Dye Rotor - V3- half dyetree/half black -has spine speedfeed -100 Gi Glide Pack - 3+4 - Camo - 35 Empire Fast Pack - S/m - 20 EVERYTHING you need gearbag sale! GUNS HOPPERS PANTS RARE JERSEYS PADS COME LOOK!"
Positive	 Russel Sadeghpour thanks for your donation of a hunnit bone. #patrons #paypal #cyberSADHU
not relevant	" SALE PENDING, RESERVED UNTIL 02/27/2014FiiO X3 DAP in like new, flawless condition.The back cover was recently factory replaced by FiiO (cost $20 to replace, end-to-end) because there was a minor scratch.virtually indistinguishable from new.All original accessories, manuals, documentation, box, etc. will be included.Firmware is running up-to-date at version 2.1; unit has been factory reset.Selling because I've replaced the X3 with the Sony NWZ-F886, but am not in a massive hurry to sell.Pictures are of the actual unit, retouched only for dust particles. inclusive of shipping (will ship registered with tracking to anywhere), but buyer pays PayPal fees. Serious buyers only. Lowball offers will be ignored. Subsequent offers from lowballers will continue to be ignored regardless of offer.""Neutrality, Clarity, Resolution, Build like a rock, Handsome""M2 Tech HiFace Two Hi-End S/SPDIF Output Interface with BNC connector  4,376 Posts. Joined 3/2010Location: Bottom of the ladder.""Neutrality, Clarity, Resolution, Build like a rock, Handsome""M2 Tech HiFace Two Hi-End S/SPDIF Output Interface with BNC connector  HiFiman HE-500 (HE as in High End) Impressions and  The iBasso DX50 Thread - Latest firmware: 1.2.8  Two new HifiMan players announced: HM700 and HM802 Head-Fi: Covering Headphones, Earphones and Portable Audio"
Negative	" Scam Report Report Type: [Rep Fraud] Impersonation with intent to defraud Virtual item type involved: [CSGO] Counter-Strike: Global Offensive 76561198001125803 (Freetz) | steamname: freetz  20430037 | steamID64: http://steamcommunity.com/profiles/ | customURL: http://steamcommunity.com/id/freetzmid/ | steamrep: http://steamcommunity.com/profiles/76561198001125803 Victim profile: 76561197984758231 | steamname: Mr.Galaxy  12246251 | steamID64: 76561197984758231 | customURL: http://steamcommunity.com/profiles/76561197984758231/ | steamrep: http://steamcommunity.com/profiles/76561197984758231 Someone added me through CSLounge, and asked that I trade my M9 Bayonet Slaughter through a middleman, for 600$, then proceeded to tell me he already had someone, and that he would be sending me a friend request shortly Provide Evidence: Never tell your password to anyone. Mr.Galaxy: hi Freetz: Hello Freetz: I heard from re that you would like to sell your knife via midleman? Mr.Galaxy: yessir Mr.Galaxy: Are you from Steam o.o Freetz: From Steamrep Mr.Galaxy: okay Mr.Galaxy: so I just trade you my knife Mr.Galaxy: and thats it? Freetz: That's quite all Mr.Galaxy: okay Mr.Galaxy: i will send trade Mr.Galaxy: then give me 600$ Mr.Galaxy: okay? Freetz: You trade me your knife, then confirm me your paypal transaction Freetz: and I will give re the knife Mr.Galaxy: ROFL Mr.Galaxy: How big of an idiot do you think I am Mr.Galaxy: http://steamrep.com/list/M Mr.Galaxy: Where are you on this list? Mr.Galaxy: Mr.Galaxy: Nt though Mr.Galaxy: impersonating steamrep is a year trade ban Mr.Galaxy: hf Mr.Galaxy: Freetz is now Offline. Attached Files: scammer.png File size: 183 KB Views: 0 555.png File size: 493 KB Views: 0 Pending 76561198001125803 - (Freetz / [CSGO] Counter-Strike: Global Offensive"
